popularity,id,name,album,duration_ms,album_release_date,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artista_id,artista_generos,artista_followers,artista_name,time_signature
68,4yb5Z9dwnKhO9gC0AZQYDe,Boomshakalaka,Boomshakalaka,211920,2019-11-29,False,0.727,0.824,1,-2.983,1,0.0508,0.0132,0.00145,0.0631,0.805,96.063,73jBynjsVtofjRpdpRAJGk,"belgian dance,belgian edm,big room,edm,electro house,progressive electro house,tropical house",2811573,Dimitri Vegas & Like Mike,4
76,7hynhxDoDpgMIV12JuVtNa,UN PESO,OASIS,277106,2019-06-28,False,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,1vyhD5VmyZ7KMfW5gqLgo5,"latin,reggaeton",20559163,J Balvin,4
55,5IdSsgg3vAYs9BDm0u7qAX,"Fue Ella, Fui Yo","Fue Ella, Fui Yo",196022,2019-04-17,False,0.49,0.6,2,-6.292,1,0.0841,0.0414,0.0,0.174,0.523,181.336,06Q5VlSAku57lFzyME3HrM,cumbia pop,207068,Ke Personajes,4
75,37eGbhE1xVFSvcKkqGb6i1,Contra La Pared,Contra La Pared,224680,2019-03-14,False,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,3Isy6kedDrgPYoTS1dazA9,"dance pop,dancehall,pop,pop rap",3049873,Sean Paul,4
69,6Y6YC93R1r0CISm5iC4j27,BOTA FUEGO,BOTA FUEGO,223186,2019-10-11,False,0.728,0.83,11,-4.0,1,0.36,0.234,0.0,0.0962,0.633,175.984,2wkoKEfS6dXwThbyTnZWFU,"latin,latin pop,reggaeton",2049768,Mau y Ricky,4
60,0VMxiFeuVhG3Hu7NHnge9e,PANTANO,Caravana,150661,2019-10-04,False,0.607,0.84,4,-3.792,0,0.384,0.608,0.0,0.594,0.657,81.941,5YCc6xS5Gpj3EkaYGdjyNK,argentine indie,1247891,WOS,4
84,1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,Watermelon Sugar,174000,2019-11-17,False,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,6KImCVD70vtIoJWnq6nGn3,"pop,post-teen pop",7768887,Harry Styles,4
85,22vgEDb5hykfaTwLuskFGD,Sucker,Happiness Begins,181026,2019-06-07,False,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,7gOdHgIoIKoe4i9Tta6qdD,"boy band,dance pop,pop,pop rock,post-teen pop",4211247,Jonas Brothers,4
58,45qpVdZAbONKliwh1ZD8nK,Calle 2 - Remix,Calle 2 (Remix),222080,2019-10-08,False,0.685,0.508,9,-9.223,0,0.0446,0.0101,0.0,0.0862,0.454,129.875,0dUyjgCyjfj5eMx6bX2TWf,trap argentino,289472,FMK,4
82,3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",221543,2019-03-29,False,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,6qqNVTkY8uBg9cP3Jd7DAH,"electropop,pop",28134481,Billie Eilish,4
69,5NOHsDSfLIH45y3i9PfRyh,Fantasmita - Remix,Fantasmita (Remix),262268,2019-12-06,True,0.707,0.87,7,-2.958,1,0.103,0.246,1.97e-06,0.0664,0.801,173.938,1fux65HMCBvfJHqlBc4Nno,"latin,latin hip hop,reggaeton,reggaeton flow,tropical",833463,Casper Magico,4
54,0bpzKlI1oiRYp9UnK90qcV,Rompe el Party - Remix,Rompe el Party (Remix),207673,2019-07-12,False,0.769,0.744,9,-4.453,0,0.271,0.135,0.0,0.0491,0.632,149.912,6Itjwvv5YmsC8ZcI5N4Jux,,985,Sael,3
74,6ifUES3keWjwXgae8pXI3o,Me Rehúso,54+1,205714,2019-03-22,False,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,5H1nN1SzW0qNeUEZvuXjAj,"latin,latin pop,reggaeton,tropical",2338209,Danny Ocean,4
66,6pgUgIgbzovuuUYqpfnVNz,Moon Talk,Moon Talk,184500,2019-06-14,True,0.813,0.501,5,-7.765,0,0.185,0.524,0.0,0.0955,0.317,125.001,0VZrPa7mWAYXH4CwmYk8Km,trap espanol,1260928,Kidd Keo,4
79,6habFhsOp2NvshLv26DqMb,Despacito,VIDA,229360,2019-02-01,False,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4V8Sr092TqfHkfAA5fXXqG,"latin,latin pop,puerto rican pop,tropical",8539807,Luis Fonsi,4
60,3rwWcmmKQsXWfEfKzi4X2S,Diciembre,Diciembre,188676,2019-12-20,False,0.618,0.583,2,-7.244,1,0.0499,0.0773,0.0,0.33,0.133,118.172,7vXDAI8JwjW531ouMGbfcp,"latin pop,pop argentino",1455636,TINI,5
60,5HugdP5zn1KUybBdc1xsdf,Fucking Diablo,Fucking Diablo,144522,2019-10-09,True,0.759,0.667,11,-2.627,0,0.0647,0.377,3.32e-05,0.13,0.582,83.026,2UZIAOlrnyZmyzt1nuXr9y,"argentine hip hop,r&b argentino,trap argentino",570875,Nicki Nicole,4
76,6SQLk9HSNketfgs2AyIiMs,She,Fine Line,362653,2019-12-13,False,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,6KImCVD70vtIoJWnq6nGn3,"pop,post-teen pop",7768887,Harry Styles,3
70,3TqLIW3qd4qFYkfYsBjVN6,Delincuente,Gangalee,396120,2019-04-26,False,0.655,0.858,0,-5.607,0,0.315,0.53,0.0,0.344,0.65,83.489,329e4yvIujISKGKz1BZZbO,"latin,reggaeton,trap latino,tropical",7658332,Farruko,4
73,4t9a07PAghtQMRAIP9FQ7Z,Soltera - Remix,Épico,266086,2019-10-25,False,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.8,92.016,47MpMsUfWtgyIIBEFOr4FE,"latin,reggaeton,reggaeton flow,tropical",2583305,Lunay,4
74,4YqCBC4FwzGXuhixt5cgmm,Tra Tra Tra Remix - Remix,Tra Tra Tra Remix,171000,2019-06-20,False,0.847,0.736,1,-4.542,1,0.266,0.0532,0.000142,0.0302,0.876,160.012,6XvKTz2XRPwlry0UdjqoKq,"mexican pop,perreo",45697,Ghetto Kids,4
70,5KFx45L84KmBINWLh6TEiL,Demasiado Tarde,Demasiado Tarde,271548,2019-11-11,False,0.823,0.556,6,-7.141,1,0.0889,0.6,0.000694,0.3,0.557,129.985,1aWJsBQa67l72j1VT3D6Ow,"latin,venezuelan hip hop",537915,Micro TDH,4
64,5dITA6jTX7f1gHwEAyS3YZ,Lo siento (feat. Sofía Reyes),Lo siento (feat. Sofía Reyes),232655,2019-05-16,False,0.463,0.463,2,-6.798,1,0.0754,0.647,0.0,0.13,0.17,79.606,0ZHPrnImGh4re3TbSNkoZl,"spanish hip hop,spanish pop",1912797,Beret,4
69,4jBpZsZ9qx3cZhoEfuKElF,La Mentira - Remix,La Mentira (Remix),388800,2019-05-17,False,0.811,0.695,5,-3.942,0,0.246,0.395,0.0,0.109,0.51,93.991,00XhexlJEXQstHimpZN910,"latin,reggaeton,reggaeton flow,trap latino,tropical",2515090,Brytiago,4
65,7kh95COsNZjnTmc6aF76n7,Homerun (Intro),Homerun,149504,2019-05-23,False,0.822,0.264,5,-9.37,1,0.0593,0.669,0.0,0.0972,0.672,135.117,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop,latin,trap argentino,trap latino",10586045,Paulo Londra,4
83,6CcJMwBtXByIz4zQLzFkKc,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",291796,2019-03-29,False,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,6qqNVTkY8uBg9cP3Jd7DAH,"electropop,pop",28134481,Billie Eilish,4
59,6vRtwdSMrUQkdC6Db1sTmK,C90,C90,121038,2019-11-19,True,0.933,0.626,11,-6.848,0,0.126,0.236,0.0,0.0722,0.543,122.904,66lf5bQo2BIEue1pxfgxQS,trap argentino,100374,John C,4
81,6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",168839,2019-03-29,False,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,6qqNVTkY8uBg9cP3Jd7DAH,"electropop,pop",28134481,Billie Eilish,4
57,3YS9LsXzgK7cAtrOPkZawe,Rangos,Rangos,128880,2019-03-17,False,0.945,0.565,2,-6.194,1,0.158,0.112,7.01e-06,0.0686,0.508,119.938,5eIRbSES1yeGSBuqZ4xvuD,rap uruguayo,112147,Pekeño 77,4
82,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,229773,2019-04-12,False,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,3Nrfpe0tUJi4K4DXYWgMUX,"k-pop,k-pop boy group",19678900,BTS,4
57,0LX3DnrnDI7dkiKsfWbgj5,Billion,Billion,179040,2019-12-19,False,0.788,0.64,7,-3.691,1,0.0821,0.0517,0.0,0.0596,0.714,169.936,0AqlFI0tz2DsEoJlKSIiT9,cumbia pop,91032,Emilia,4
57,0eo85yo2kaUvjBHOa4iQX6,Criminal,Criminal,220147,2019-10-03,False,0.91,0.606,9,-5.029,1,0.219,0.402,0.0,0.0803,0.792,140.051,01m2XZ7m7rAz6KY3scTdaV,"argentine hip hop,trap argentino",583432,Neo Pistea,4
58,2Qyw31R2cnaEFgdHwBcT98,Impala,Impala,250583,2019-11-22,False,0.788,0.595,2,-8.01,1,0.0832,0.339,0.0,0.0941,0.628,81.97,3TBQtYdNFCgig6ZrFUJkLx,trap argentino,9362,Santoz,4
62,1jKq6jcjPAd2awwuYiPswp,"DANI: Bzrp Freestyle Sessions, Vol. 7","DANI: Bzrp Freestyle Sessions, Vol. 7",137365,2019-11-07,False,0.924,0.622,0,-6.824,1,0.233,0.0995,0.0,0.0971,0.74,130.063,716NhGYqD1jl2wI1Qkgq36,"argentine hip hop,trap argentino",1109907,Bizarrap,4
56,3uz2tyLRgSzSlhOIXCz0DB,Un Bossa +,Un Bossa +,86000,2019-01-11,False,0.563,0.168,0,-11.752,1,0.0396,0.931,0.0101,0.117,0.6,117.406,3XBw8ImFEo86mEB2dYh0vS,"argentine indie,pop argentino",24566,Zoe Gotusso,4
58,67OKX8DNYygddabwIjExsp,No Soy Yo,No Soy Yo,196239,2019-08-30,False,0.751,0.82,2,-4.493,0,0.125,0.0811,0.000283,0.155,0.909,192.077,0AqlFI0tz2DsEoJlKSIiT9,cumbia pop,91032,Emilia,4
70,64kNRze29YqCFzFEpQCaHQ,Rasta Barbie (Remix),Rasta Barbie Remix,288469,2019-10-16,True,0.829,0.676,7,-5.129,1,0.314,0.0417,0.0,0.275,0.646,90.879,7lCRuW6BSXGAsxuQV9lR0i,"latin,perreo,reggaeton,reggaeton flow,trap latino",230084,Gigolo Y La Exce,4
54,3tkOtUYwVBLXtDej4HZrOr,Lo Intentamos (feat. Grupo Play),Lo Intentamos (feat. Grupo Play),192000,2019-03-13,False,0.65,0.888,9,-4.439,1,0.0337,0.315,2.4e-05,0.24,0.841,95.024,7d1kmnhwauydKmuAvjgQrH,"argentine telepop,cumbia paraguaya,cumbia pop",69708,Los Bonnitos,4
68,3ewwb5s3WHYqEdkBnwKlTS,Bonita,Más Futuro Que Pasado,147786,2019-11-22,False,0.749,0.886,0,-2.58,1,0.0476,0.258,0.0,0.219,0.963,157.948,0UWZUmn7sybxMCqrw9tGa7,"colombian pop,cumbia,latin,latin pop,mexican pop,pop,rock en espanol,tropical",2857865,Juanes,4
71,1KdwnsWOvhM53vezy5ROuf,No Te Debí Besar,No Te Debí Besar,182815,2019-09-12,False,0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,5TYxZTjIPqKM8K8NuP9woO,trap espanol,928607,C. Tangana,3
65,1algWk375QvT1XNJJbRsGM,Demasiado Loco,Homerun,166548,2019-05-23,False,0.824,0.377,1,-8.859,0,0.452,0.327,0.0,0.121,0.403,85.014,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop,latin,trap argentino,trap latino",10586045,Paulo Londra,4
71,4t8YQE2FIpTIq9SxeuOuuP,Dime Cuantas Veces,Dime Cuantas Veces,213959,2019-04-30,False,0.753,0.572,5,-6.062,0,0.371,0.335,2.02e-05,0.0858,0.752,200.007,1aWJsBQa67l72j1VT3D6Ow,"latin,venezuelan hip hop",537915,Micro TDH,4
57,2ODN6uqMfPQrYxHOL8XUVt,Pistola II,Pistola II,172806,2019-01-18,False,0.717,0.614,5,-9.761,1,0.044,0.0108,0.0,0.103,0.247,100.063,5eIRbSES1yeGSBuqZ4xvuD,rap uruguayo,112147,Pekeño 77,4
57,6gfAQwkZoH9socDlZt7YZa,Lolipop,Lolipop,176010,2019-05-05,True,0.834,0.761,5,-2.763,0,0.0529,0.188,8.47e-05,0.129,0.845,119.995,2IKdK6PbitvCiXt1t2bPU6,"rap uruguayo,trap argentino",88781,Mesita,4
54,3yOcOMEsnvN8simTd5BCNB,No Me Rompas las Pelotas,No Me Rompas las Pelotas,164745,2019-03-01,True,0.762,0.889,7,-1.837,1,0.0424,0.24,0.0,0.068,0.96,95.055,2Bof5crSbhfBwf2pHNjPlw,"cumbia pop,cumbia villera",143404,El Dipy,4
66,2KOlQ5BfzhNe79KtGHDJ8S,¿Qué Vas a Hacer?,Montaner,224693,2019-05-24,False,0.802,0.713,9,-5.466,0,0.0414,0.108,0.0,0.0613,0.481,135.937,4uoz4FUMvpeyGClFTTDBsD,"grupera,latin,latin pop,tropical",2822665,Ricardo Montaner,4
54,2fesiKmuK5JRXgieb54nQo,Dollarx,Dollarx,165775,2019-08-07,False,0.848,0.529,2,-7.68,1,0.148,0.131,4.36e-05,0.038,0.954,100.072,4frBEXn8nhWzOVwfCSpuYB,pop argentino,234764,Fer Palacio,4
53,43TJ2NSf0LkjbkIvfMcSQh,Puño de Diamantes,Destino y Causalidad,251939,2019-02-22,False,0.638,0.919,0,-3.325,1,0.0626,0.0836,0.0,0.185,0.732,151.364,6jlVAg80czVPRFnLp05N0V,cuarteto,62066,Dale Q' Va,4
74,2AY1UAimvTqjJC8vDJsOyy,Mayores,MALA SANTA,203186,2019-10-18,False,0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,4obzFoKoKRHIphyHzJ35G3,"latin,latin pop,latin viral pop,rap latina,reggaeton",8598805,Becky G,4
88,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,hot girl bummer,185093,2019-08-23,True,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,2cFrymmkijnjDg9SS92EPM,"pop,pop rap",3196514,blackbear,1
60,6Vwfjz5LsHKTYY5IzhKW2A,"Dillom: Bzrp Music Sessions, Vol. 9","Dillom: Bzrp Music Sessions, Vol. 9",151843,2019-07-11,True,0.904,0.546,10,-5.133,1,0.214,0.0199,0.0,0.25,0.232,99.853,716NhGYqD1jl2wI1Qkgq36,"argentine hip hop,trap argentino",1109907,Bizarrap,4
71,0gcOnIUKIG6JF56iFUfE0p,Bonita,Bonita,147493,2019-09-06,False,0.745,0.881,0,-2.587,1,0.0506,0.255,0.0,0.25,0.961,157.985,0UWZUmn7sybxMCqrw9tGa7,"colombian pop,cumbia,latin,latin pop,mexican pop,pop,rock en espanol,tropical",2857865,Juanes,4
60,6ANR2ylLSFSYcycw8JUnvi,Eclipse,Eclipse,208102,2019-04-25,False,0.715,0.691,4,-5.405,0,0.111,0.413,0.0,0.166,0.381,93.024,1vqR17Iv8VFdzure1TAXEq,"argentine hip hop,trap argentino",1491684,Lit Killah,4
60,5WFgOLufm9ZVXwVhFy6OoJ,"Polimá Westcoast: Bzrp Music Sessions, Vol. 19","Polimá Westcoast: Bzrp Music Sessions, Vol. 19",150000,2019-12-03,False,0.933,0.414,1,-7.997,1,0.118,0.23,1.84e-05,0.28,0.447,119.965,716NhGYqD1jl2wI1Qkgq36,"argentine hip hop,trap argentino",1109907,Bizarrap,4
83,2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,Moral of the Story,201083,2019-02-14,True,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,6P5NO5hzJbuOqSdyPB7SJM,indie pop,205991,Ashe,4
81,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",180952,2019-03-29,False,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,6qqNVTkY8uBg9cP3Jd7DAH,"electropop,pop",28134481,Billie Eilish,4
54,0AUZfccA1esccgxc9W61Y9,Olvídala,Sean Eternos Los Palmeras,304357,2019-08-23,False,0.634,0.708,2,-4.602,1,0.036,0.714,0.0,0.206,0.744,132.029,2Htm0q72SjGSmsy8EOIhRG,"cumbia pop,cumbia santafesina,cumbia villera",639288,Los Palmeras,4
69,56BAJvpaWgvr6C4wmc37iU,Imaginaste - Remix,Imaginaste (Remix),246653,2019-11-01,False,0.854,0.712,1,-5.325,1,0.0945,0.0436,0.0,0.338,0.601,89.975,0EFisYRi20PTADoJrifHrz,"latin,reggaeton,trap latino",983961,Jhay Cortez,4
55,28Qkq4zVzDQpNgIb4r00lu,McFly,McFly,144014,2019-12-12,False,0.774,0.664,1,-7.936,1,0.0724,0.0267,0.442,0.105,0.26,123.982,348pk4o3EhKmsSahzuClSf,"argentine indie,electronica argentina,trap argentino",80116,CA7RIEL,4
53,7qecH9XpYOtBn9cLRj2E1F,Aprenderás A Llorar,Sean Eternos Los Palmeras,259400,2019-08-23,False,0.597,0.663,9,-5.722,0,0.0342,0.668,0.0,0.122,0.47,127.035,2Htm0q72SjGSmsy8EOIhRG,"cumbia pop,cumbia santafesina,cumbia villera",639288,Los Palmeras,4
72,0dDboLfmRNsTBscy4j3Rnl,Hasta Que Salga el Sol,Nibiru,188480,2019-11-29,False,0.826,0.816,1,-4.608,0,0.0683,0.0201,0.000939,0.127,0.598,96.042,1i8SpTcr7yvPOmcqrbnVXY,"latin,puerto rican pop,reggaeton,trap latino",23269583,Ozuna,4
84,1M4qEo4HE3PRaCOM7EXNJq,Adore You,Adore You,207133,2019-12-06,False,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,6KImCVD70vtIoJWnq6nGn3,"pop,post-teen pop",7768887,Harry Styles,4
86,1lOe9qE0vR9zwWQAOk6CoO,Ransom,We Love You Tecca,131240,2019-08-30,True,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,4Ga1P7PMIsmqEZqhYZQgDo,"melodic rap,rap",2454111,Lil Tecca,4
58,06lC5NkXlLK9Ag99zuMnvw,"Pekeño 77: Bzrp Music Sessions, Vol. 5","Pekeño 77: Bzrp Music Sessions, Vol. 5",178514,2019-05-27,False,0.796,0.817,11,-4.291,1,0.0633,0.523,0.0,0.344,0.68,129.987,716NhGYqD1jl2wI1Qkgq36,"argentine hip hop,trap argentino",1109907,Bizarrap,4
72,5YrjfKuFd0pMmYTGeRDV6X,Piropo,Piropo,220133,2019-10-25,False,0.866,0.747,9,-5.748,1,0.0725,0.122,0.0218,0.0403,0.772,93.984,3RtNN1VnooWEn3KQk03DUL,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",3470837,Noriel,4
61,624AL3EwsrgGIp6bdwmXgo,Hitboy,Hitboy,179204,2019-06-05,False,0.812,0.633,8,-6.629,1,0.107,0.153,0.0,0.122,0.616,150.009,1bAftSH8umNcGZ0uyV7LMg,"argentine hip hop,trap argentino",3176107,Duki,4
71,6pNjmMB8FTMEcqGSgs7Mji,Nadie (feat. Sech & Sharo Towers) - Remix,Nadie (feat. Sech & Sharo Towers) [Remix],270186,2019-10-10,False,0.764,0.753,0,-3.964,1,0.0779,0.308,0.0,0.118,0.714,95.109,329e4yvIujISKGKz1BZZbO,"latin,reggaeton,trap latino,tropical",7658332,Farruko,4
53,2p2Z3vpqwE5ZWU3ydMX5Hd,Delincuentex,Delincuentex,260652,2019-05-02,False,0.618,0.967,5,-3.974,0,0.172,0.164,0.0,0.0631,0.848,101.386,4frBEXn8nhWzOVwfCSpuYB,pop argentino,234764,Fer Palacio,4
53,1k27bT44YX7rvR7HY2qD0u,#TBT,#TBT,191961,2019-05-30,False,0.845,0.609,7,-4.707,0,0.0652,0.0557,0.0,0.0934,0.532,97.012,6nEgkeR03q2qtKZmrVq100,cumbia pop,217622,El Villano,4
71,6NT4RZ6CF6qFJqslGdqaRM,Mejor No Nos Vemos,Mejor No Nos Vemos,189187,2019-05-23,False,0.554,0.652,9,-4.874,1,0.425,0.208,0.000201,0.104,0.346,184.012,2IMZYfNi21MGqxopj9fWx8,"r&b en espanol,spanish hip hop,trap espanol",1594133,Rels B,4
72,5KbBGUpIZd6gVFUU8tqYiQ,Si Se Da,Si Se Da,237013,2019-02-26,True,0.83,0.71,11,-5.523,0,0.326,0.374,0.0,0.0877,0.703,93.977,7iK8PXO48WeuP03g8YR51W,"latin,trap latino",2216750,Myke Towers,4
63,2soAKdRbSuohnBygXOxViV,Baila Como Twerk,Baila Como Twerk,185286,2019-04-11,False,0.86,0.967,9,-3.469,1,0.175,0.00709,0.00833,0.114,0.378,159.987,2hVUvYKMCzYWvNnzRIn2Vp,,14205,DJ Chino,4
59,4Rrngh4Ve01TRN2ag8TMFn,Foto,Foto,163318,2019-06-20,True,0.777,0.55,9,-8.25,1,0.0753,0.142,0.0,0.124,0.423,96.956,5iDqEobZRSTiBSAk6jLp4A,trap argentino,144506,Oscu,4
58,4b0BTBQAQ6vLItEy7j9uLC,Money,Money,205191,2019-03-22,False,0.739,0.536,11,-9.177,0,0.0423,0.00468,2.17e-05,0.101,0.668,116.965,4puAp107dCehraE47QXVQX,trap argentino,422425,C.R.O,4
54,7tAFzqPUa2G7EziujIPP7K,La Cobra,La Cobra,188227,2019-05-10,False,0.843,0.729,11,-4.138,0,0.342,0.0576,0.0,0.0267,0.472,172.017,6iYRN5eaz8LSxvwkhmwkRj,"cumbia pop,pop argentino",297546,j mena,4
59,4cBX8xN4joiBKOMaBwZQQX,Wapo Traketero,Recuerdos,181000,2019-11-08,False,0.759,0.43,2,-11.102,0,0.556,0.414,2.57e-05,0.0731,0.506,150.048,2UZIAOlrnyZmyzt1nuXr9y,"argentine hip hop,r&b argentino,trap argentino",570875,Nicki Nicole,4
76,6VzcQuzTNTMFnJ6rBSaLH9,Fine Line,Fine Line,377960,2019-12-13,False,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,6KImCVD70vtIoJWnq6nGn3,"pop,post-teen pop",7768887,Harry Styles,4
66,0XtFQVI5WtK02YKo1sXcRi,Impaciente - Remix,Impaciente (Remix),304059,2019-12-20,True,0.806,0.876,4,-2.118,0,0.0529,0.144,1.11e-05,0.202,0.883,165.978,37230BxxYs9ksS7OkZw3IU,"latin,reggaeton",68574,Chencho Corleone,4
70,0jeS8PyyIRAG0A3t5DtL71,La Playa,La Playa,207731,2019-04-09,True,0.796,0.683,10,-2.754,0,0.15,0.108,0.0,0.107,0.353,140.108,7iK8PXO48WeuP03g8YR51W,"latin,trap latino",2216750,Myke Towers,4
77,5YUyW9opqNsMSEzzecZih1,X,Intimo,172854,2019-11-01,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,1SupJlEpv7RS2tPNRaHViT,"latin,latin hip hop,reggaeton,tropical",12078959,Nicky Jam,4
58,3wNiMUFSp0H7zF7QH4vCPq,NO VA A BAJAR,Caravana,202268,2019-10-04,True,0.704,0.656,2,-3.658,1,0.163,0.14,0.0,0.15,0.264,145.063,5YCc6xS5Gpj3EkaYGdjyNK,argentine indie,1247891,WOS,4
63,04x4Urpge2kG9uDGdHRsdc,Ron - Remix,Ron (Remix),187720,2019-08-30,False,0.763,0.685,8,-5.548,0,0.0602,0.27,0.0,0.318,0.925,82.021,2LRoIwlKmHjgvigdNGBHNo,"colombian pop,latin,pop reggaeton,reggaeton",266005,Feid,4
53,7jcXQXxo0lvpwg2twqJpqc,Quiero Que Me Llames,Cabildo y Juramento,258106,2019-10-04,False,0.665,0.839,1,-4.383,1,0.0375,0.254,2.75e-06,0.249,0.636,123.982,79R7PUc6T6j09G8mJzNml2,"argentine alternative rock,argentine indie",46619,Conociendo Rusia,4
59,6onJ9L9XvgDuXJab5LtQTI,Zigzag,Zigzag,167237,2019-07-31,False,0.897,0.523,0,-6.574,1,0.108,0.025,1.12e-06,0.118,0.336,144.978,7fT2Me47PQ8T7954PKrcwR,"argentine hip hop,trap argentino",510460,Bhavi,4
53,3ojzeBvPRHser8hOzLvRrU,Lo Nuestro Tiene Magia,Lo Que Somos,193909,2019-05-10,False,0.839,0.307,9,-10.671,1,0.0613,0.559,0.0,0.0787,0.795,113.956,4STEdt6oH8RopaxpfWrO5Z,cumbia pop,56634,Cruzando El Charco,4
68,1O4dGIPUXUanseRdv4fNzw,Mi Persona Favorita,#ELDISCO,239972,2019-04-04,False,0.582,0.659,8,-7.511,1,0.114,0.543,0.0,0.0656,0.583,155.957,5sUrlPAHlS9NEirDB8SEbF,"cantautor,latin,latin arena pop,latin pop,mexican pop,rock en espanol,spanish pop",4299854,Alejandro Sanz,4
55,1prdmkn7pO2S0FJChx0fN4,Monoambiente en Capital,Monoambiente en Capital,181087,2019-03-22,False,0.547,0.496,6,-7.436,1,0.249,0.0495,2.78e-05,0.0923,0.5,159.07,3XBw8ImFEo86mEB2dYh0vS,"argentine indie,pop argentino",24566,Zoe Gotusso,4
53,49kT6bMGqYYzl0PO2NbhL6,Previa y Cachengue 5,Previa y Cachengue 5,620932,2019-11-07,False,0.82,0.71,0,-5.507,1,0.177,0.0616,0.0,0.324,0.723,99.951,4frBEXn8nhWzOVwfCSpuYB,pop argentino,234764,Fer Palacio,4
71,4oPnxZzoc8HM5Pva4FDeIp,Te Soñé de Nuevo,Nibiru,198186,2019-11-29,False,0.851,0.585,5,-5.789,0,0.105,0.0913,0.0,0.0742,0.699,84.0,1i8SpTcr7yvPOmcqrbnVXY,"latin,puerto rican pop,reggaeton,trap latino",23269583,Ozuna,4
53,5soRRauluP6JXlfek5bx6v,Previa y Cachengue 11,Previa y Cachengue 11,1158324,2019-12-20,False,0.608,0.613,7,-8.612,1,0.23,0.181,0.000199,0.113,0.756,201.943,4frBEXn8nhWzOVwfCSpuYB,pop argentino,234764,Fer Palacio,4
67,34w1ycoersTjtBsRQsKzgT,Querido Amigo,Homerun,228319,2019-05-23,False,0.916,0.505,8,-6.851,0,0.302,0.555,0.0,0.376,0.599,123.963,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop,latin,trap argentino,trap latino",10586045,Paulo Londra,4
53,6z3LpxJGHNwOy4wjIzGJRF,Chiste,Chiste,168789,2019-10-24,False,0.668,0.741,6,-2.786,0,0.0811,0.156,0.0,0.0399,0.728,99.947,6jRUKVZllu1wtgXHbqvUmT,"argentine indie,argentine reggae,argentine rock,latin rock,rock en espanol",161001,El Kuelgue,4
59,6oC8fM5FcQy8Hpw7oQpKEy,Tras Vos,Recuerdos,170500,2019-11-08,False,0.836,0.578,11,-7.101,0,0.107,0.26,0.116,0.11,0.415,94.006,2UZIAOlrnyZmyzt1nuXr9y,"argentine hip hop,r&b argentino,trap argentino",570875,Nicki Nicole,4
